Name,StopCode,Type,Latitude,Longitude
BELLVILLE,Taxi_code,Taxi,-33.905439,18.630432
DURBANVILLE,Taxi_code,Taxi,-33.876143,18.575669
NYANGA,Taxi_code,Taxi,-34.021253,18.61284
KHAYELITSHA,Taxi_code,Taxi,-34.021253,18.61284
MOWBRAY,Taxi_code,Taxi,-33.937756,18.470134
GUGULETU,Taxi_code,Taxi,-34.021253,18.61284
CLAREMONT,Taxi_code,Taxi,-33.937756,18.470134
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
WYNBERG,Taxi_code,Taxi,-33.937756,18.470134
MITCHELLS PLAIN - TOWN CENTRE,Taxi_code,Taxi,-34.021253,18.61284
LANGA,Taxi_code,Taxi,-33.937756,18.470134
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
ATHLONE,Taxi_code,Taxi,-33.937756,18.470134
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CONSTANTIA,Taxi_code,Taxi,-34.024529,18.362226
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
BONTEHEUWEL,Taxi_code,Taxi,-33.937756,18.470134
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
HOUT BAY,Taxi_code,Taxi,-34.024529,18.362226
HEIDEVELD,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
OCEAN VIEW,Taxi_code,Taxi,-33.916166,18.389287
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
MANENBERG,Taxi_code,Taxi,-34.021253,18.61284
PAROW,Taxi_code,Taxi,-33.937756,18.470134
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN 3RD/7TH AVENUE,Taxi_code,Taxi,0,0
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MFULENI,Taxi_code,Taxi,-34.021253,18.61284
BLACKHEATH,Taxi_code,Taxi,-33.934091,18.417883
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
MAKHAZA KHAYELITSHA,Taxi_code,Taxi,0,0
WALLACEDENE,Taxi_code,Taxi,-33.836008,18.675937
LWANDLE,Taxi_code,Taxi,-34.122222,18.868889
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
THE HAGUE DELFT,Taxi_code,Taxi,-33.905439,18.630432
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
VOORBRUG DELFT,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
THE HAGUE DELFT,Taxi_code,Taxi,-33.905439,18.630432
UITSIG,Taxi_code,Taxi,-34.024529,18.362226
VOORBRUG DELFT,Taxi_code,Taxi,-34.021253,18.61284
THE HAGUE DELFT,Taxi_code,Taxi,-33.905439,18.630432
EINDHOVEN DELFT,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
EINDHOVEN DELFT,Taxi_code,Taxi,-34.021253,18.61284
EINDHOVEN DELFT,Taxi_code,Taxi,-34.021253,18.61284
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
VOORBRUG,Taxi_code,Taxi,-34.021253,18.61284
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
UNIBELL,Taxi_code,Taxi,-33.905439,18.630432
PAROW SANLAM CENTRE,Taxi_code,Taxi,0,0
VOORBRUG DELFT,Taxi_code,Taxi,-34.021253,18.61284
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
RETREAT,Taxi_code,Taxi,-34.062685,18.475549
,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
PAROW STATION,Taxi_code,Taxi,-33.905439,18.630432
BELHAR DELFT,Taxi_code,Taxi,0,0
PAROW STATION,Taxi_code,Taxi,-33.905439,18.630432
NORWOOD,Taxi_code,Taxi,-33.937756,18.470134
PAROW STATION,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
PAROW STATION,Taxi_code,Taxi,-33.905439,18.630432
RAVENSMEAD,Taxi_code,Taxi,-33.905439,18.630432
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
NORTHWOOD,Taxi_code,Taxi,-34.021253,18.61284
HAZELDENE,Taxi_code,Taxi,-33.937756,18.470134
SPINE RD MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
TAFELSIG,Taxi_code,Taxi,-34.021253,18.61284
SAXONWOLD,Taxi_code,Taxi,-33.576748,18.530195
ATLANTIS,Taxi_code,Taxi,-33.579993,18.486478
MUSICA MACASSAR,Taxi_code,Taxi,-34.062412,18.766459
ALBATROS MACASSAR,Taxi_code,Taxi,-34.053679,18.762958
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
KRAMAT,Taxi_code,Taxi,-33.937756,18.470134
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
GORDONS BAY,Taxi_code,Taxi,-34.158505,18.876829
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
VASCO,Taxi_code,Taxi,-33.937756,18.470134
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
KLIPHEUWEL,Taxi_code,Taxi,-33.717949,18.707962
KENSINGTON,Taxi_code,Taxi,-33.937756,18.470134
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MUTUAL STATION,Taxi_code,Taxi,-33.937756,18.470134
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
LENTEGEUR STATION,Taxi_code,Taxi,-34.021253,18.61284
PANORAMA,Taxi_code,Taxi,-33.934091,18.417883
VREDEHOEK,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
NEW LENTEGEUR,Taxi_code,Taxi,-34.021253,18.61284
NEW LENTEGEUR,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
MONTROSE PARK,Taxi_code,Taxi,0,0
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
DELFT,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
NETREG,Taxi_code,Taxi,-33.905439,18.630432
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
HOUT BAY,Taxi_code,Taxi,-34.024529,18.362226
HOUT BAY,Taxi_code,Taxi,-34.024529,18.362226
HOUT BAY,Taxi_code,Taxi,-34.024529,18.362226
HOUT BAY,Taxi_code,Taxi,-34.024529,18.362226
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
PELLA,Taxi_code,Taxi,-33.541965,18.51961
MALMESBURY,Taxi_code,Taxi,-33.876143,18.575669
DARLING,Taxi_code,Taxi,-33.934091,18.417883
VOORBRUG DELFT,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
GROOTTE SCHUUR HOSPITAL,Taxi_code,Taxi,0,0
BELLVILLE SOUTH,Taxi_code,Taxi,-33.905439,18.630432
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
KARL BREMMER HOSPITAL,Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
VOORBRUG DELFT,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
FALSE BAY,Taxi_code,Taxi,-34.227027,18.655491
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
MUTUAL STATION,Taxi_code,Taxi,-33.937756,18.470134
RICHWOOD,Taxi_code,Taxi,-33.876143,18.575669
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
SOMERSET HOSPITAL,Taxi_code,Taxi,-33.916166,18.389287
EINDHOVEN DELFT,Taxi_code,Taxi,-34.021253,18.61284
THE HAGUE DELFT,Taxi_code,Taxi,-33.905439,18.630432
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MANDALAY,Taxi_code,Taxi,-34.021253,18.61284
3RD /7TH AVE MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
MELKBOSSTRAND,Taxi_code,Taxi,-33.722222,18.445833
WESFLEUR,Taxi_code,Taxi,-33.565259,18.494204
KOEBERG STATION,Taxi_code,Taxi,-33.937756,18.470134
FRANKDALE,Taxi_code,Taxi,-33.78053,18.547446
KOEBERG STATION,Taxi_code,Taxi,-33.937756,18.470134
SANDDRIFT,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG STATION,Taxi_code,Taxi,-33.937756,18.470134
MONTAGUE GARDENS,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG STATION,Taxi_code,Taxi,-33.937756,18.470134
MILNERTON,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG STATION,Taxi_code,Taxi,-33.937756,18.470134
CAMBRIDGE,Taxi_code,Taxi,-33.937756,18.470134
LENTEGEUR STATION,Taxi_code,Taxi,-34.021253,18.61284
TOWN CENTRE MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
LENTEGEUR STATION,Taxi_code,Taxi,-34.021253,18.61284
WYNBERH,Taxi_code,Taxi,0,0
PARKWOOD,Taxi_code,Taxi,-33.937756,18.470134
SOUTHFIELD,Taxi_code,Taxi,-33.937756,18.470134
NYANGA STATION,Taxi_code,Taxi,-34.021253,18.61284
CROSS ROADS,Taxi_code,Taxi,0,0
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
THE HAGUE DELFT,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG STATION,Taxi_code,Taxi,-33.937756,18.470134
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
SILVERTOWN,Taxi_code,Taxi,-33.937756,18.470134
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG STATION,Taxi_code,Taxi,-33.937756,18.470134
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
LONDON VILLAGE,Taxi_code,Taxi,-34.021253,18.61284
BELLVILLE STATION,Taxi_code,Taxi,-33.905439,18.630432
RED CROSS HOSPITAL,Taxi_code,Taxi,-33.937756,18.470134
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
BLOEKOMBOS,Taxi_code,Taxi,-33.836008,18.675937
EVERSDAL,Taxi_code,Taxi,-33.836008,18.675937
EIKENFONTEIN,Taxi_code,Taxi,-33.836008,18.675937
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
FIRGROVE,Taxi_code,Taxi,-33.937756,18.470134
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
MACASSAR,Taxi_code,Taxi,-34.066116,18.767496
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
LANSDOWNE,Taxi_code,Taxi,-33.937756,18.470134
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
V & A WATERFRONT,Taxi_code,Taxi,60.434122,22.221058
CAPE TOWN CAPTOUR,Taxi_code,Taxi,0,0
V & A WATERFRONT,Taxi_code,Taxi,60.434122,22.221058
CAPE TOWN INTERSITE,Taxi_code,Taxi,0,0
V & A WATERFRONT,Taxi_code,Taxi,60.434122,22.221058
CAPE TOWN OLD MARINE RD,Taxi_code,Taxi,0,0
V & A WATERFRONT,Taxi_code,Taxi,60.434122,22.221058
CABLE WAY STATION,Taxi_code,Taxi,0,0
V & A WATERFRONT,Taxi_code,Taxi,60.434122,22.221058
CAPE TOWN INTERNATIONAL AIRPORT,Taxi_code,Taxi,-34.021253,18.61284
DUINEFONTEIN MELKBOS STRAND,Taxi_code,Taxi,0,0
FABRIEKS AREA ATLANTIS,Taxi_code,Taxi,0,0
SAXON SEA ATLANTIS,Taxi_code,Taxi,-33.557713,18.490029
MAMRE,Taxi_code,Taxi,-33.516947,18.475935
FABRIEKS AREA ATLANTIS,Taxi_code,Taxi,0,0
FABRIEKS AREA ATLANTIS,Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAMPS BAY,Taxi_code,Taxi,-33.947463,18.402054
CAMPS BAY,Taxi_code,Taxi,-33.947463,18.402054
CAMPS BAY,Taxi_code,Taxi,-33.947463,18.402054
CAMPS BAY,Taxi_code,Taxi,-33.947463,18.402054
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
HOUT BAY,Taxi_code,Taxi,-34.024529,18.362226
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
GARDENS,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
ORANJEZICHT,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CABLE WAY STATION,Taxi_code,Taxi,0,0
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
TYGERBERG RAILWAY STATION,Taxi_code,Taxi,-33.905439,18.630432
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
BELHAR,Taxi_code,Taxi,-33.905439,18.630432
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
ROCKLANDS,Taxi_code,Taxi,-33.916166,18.389287
WESTRIDGE,Taxi_code,Taxi,-33.916166,18.389287
WESTGATE MALL,Taxi_code,Taxi,-34.021253,18.61284
WESTGATE MALL,Taxi_code,Taxi,-34.021253,18.61284
WESTGATE MALL,Taxi_code,Taxi,-34.021253,18.61284
WESTGATE PALMS,Taxi_code,Taxi,0,0
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
RETREAT STATION,Taxi_code,Taxi,-34.060515,18.463551
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
STEENBERG,Taxi_code,Taxi,-34.071127,18.472181
WESTLAKE,Taxi_code,Taxi,-34.132976,18.379456
TOKAI,Taxi_code,Taxi,-34.024529,18.362226
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
LOST CITY,Taxi_code,Taxi,-33.937756,18.470134
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
LOST CITY,Taxi_code,Taxi,-33.937756,18.470134
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
GROOTTE SCHUUR HOSPITAL,Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
GROOTTE SCHUUR HOSPITAL,Taxi_code,Taxi,0,0
GROOTTE SCHUUR HOSPITAL,Taxi_code,Taxi,0,0
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
MELKBOS STRAND,Taxi_code,Taxi,0,0
FABRIEKS AREA ATLANTIS,Taxi_code,Taxi,0,0
FABRIEKS AREA ATLANTIS,Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
LOURENSFORD(SOMERSET WEST),Taxi_code,Taxi,-34.078262,18.866298
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
DRAMA STREET(SOMERSET WEST),Taxi_code,Taxi,-34.080216,18.856126
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
UPPER MOUNTAIN STREET(SOMERSET WEST),Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
RUE MOUNT PELLAR(SOMERSET WEST),Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
KRAMAT WAY(MACASSAR),Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
LINK AVENUE WAY(MACASSAR),Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
STRAND,Taxi_code,Taxi,-33.934091,18.417883
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
RIVERTON STREET(SOMERSET WEST),Taxi_code,Taxi,-34.092474,18.833567
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
DIAZ STREET(SOMERSET WEST),Taxi_code,Taxi,-34.09324,18.856978
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
LOURENS STREET(SOMERSET WEST),Taxi_code,Taxi,-34.090562,18.842693
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
RAILWAY STATION(SOMERSET WEST),Taxi_code,Taxi,-34.084345,18.841468
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
VICTORIA PARK,Taxi_code,Taxi,-34.093182,18.831794
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
ADVANCED MEDICAL TECHNOLOGY(SOMERSET WEST),Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
MITCHELLS PLAIN (CALYPSO SQUARE),Taxi_code,Taxi,0,0
BEACON VALLEY,Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
WALMER ESTATE,Taxi_code,Taxi,-33.937756,18.470134
CASSA BLANCA (STRAND),Taxi_code,Taxi,0,0
CASSA BLANCA (STRAND),Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
TEMPERANCE TOWN (GORDONS BAY),Taxi_code,Taxi,0,0
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SOMERSET WEST MALL,Taxi_code,Taxi,0,0
KILLARNEY,Taxi_code,Taxi,-33.937756,18.470134
MAITLAND,Taxi_code,Taxi,-33.937756,18.470134
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
BOTHASIG,Taxi_code,Taxi,-33.876143,18.575669
MONTAGUE GARDENS,Taxi_code,Taxi,-33.876143,18.575669
PAROW (PLATTEKLOOF ROAD),Taxi_code,Taxi,0,0
MALIBU,Taxi_code,Taxi,-34.021253,18.61284
NORTHPINE,Taxi_code,Taxi,-33.836008,18.675937
BRACKENFELL STATION,Taxi_code,Taxi,-33.836008,18.675937
BRACKENFELL (HYPERMARKET),Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
DURBANVILLE(ZAND DAM PLAAS),Taxi_code,Taxi,0,0
