Name,StopCode,Type,Latitude,Longitude
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
BISHOP LAVIS,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
DE NOVA,Taxi_code,Taxi,-33.836008,18.675937
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
KRAAIFONTEIN,Taxi_code,Taxi,-33.836008,18.675937
ATLANTIS(WESFLEUR),Taxi_code,Taxi,-33.566317,18.485787
WITSAND,Taxi_code,Taxi,-33.586105,18.505229
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
EERSTERIVIER,Taxi_code,Taxi,-34,18.721667
DEVON PARK,Taxi_code,Taxi,-34.008891,18.72832
DEVON PARK,Taxi_code,Taxi,-34.008891,18.72832
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
FACTRETON,Taxi_code,Taxi,-33.937756,18.470134
MONTAGUE GARDENS,Taxi_code,Taxi,-33.876143,18.575669
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
HOUT BAY,Taxi_code,Taxi,-34.024529,18.362226
OTTERY,Taxi_code,Taxi,-33.937756,18.470134
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
PLUMSTEAD,Taxi_code,Taxi,-33.937756,18.470134
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
MUIZENBERG,Taxi_code,Taxi,-34.097839,18.484571
LOTUS RIVER,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
FABRIEKS AREA,Taxi_code,Taxi,0,0
FABRIEKS AREA,Taxi_code,Taxi,0,0
BRIDGETOWN,Taxi_code,Taxi,-33.937756,18.470134
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
LAVENDER HILL,Taxi_code,Taxi,-34.073611,18.483333
SEA WINDS,Taxi_code,Taxi,0,0
MONTAGUE GARDENS,Taxi_code,Taxi,-33.876143,18.575669
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
BLUE DOWNS,Taxi_code,Taxi,-34.021253,18.61284
ELECTRIC CITY,Taxi_code,Taxi,-34.021253,18.61284
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
STRATFORD,Taxi_code,Taxi,-33.937756,18.470134
MONTAGUE GARDENS,Taxi_code,Taxi,-33.876143,18.575669
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
LONDON VILLAGE,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
KUILSRIVER,Taxi_code,Taxi,0,0
EINDHOVEN,Taxi_code,Taxi,-34.021253,18.61284
TYGERBERG STATION,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
BISHOP LAVIS,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
SOMERSET WEST RAILWAY STATION,Taxi_code,Taxi,-34.084345,18.841468
SILVERSANDS,Taxi_code,Taxi,-34.021253,18.61284
TOWN CENTRE(MITCHELLS PLAIN),Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
KILLARNEY GARDENS,Taxi_code,Taxi,-33.876143,18.575669
STRANDFONTEIN,Taxi_code,Taxi,-34.021253,18.61284
TOWN CENTRE(MITCHELLS PLAIN),Taxi_code,Taxi,-34.021253,18.61284
TOWN CENTRE(MITCHELLS PLAIN),Taxi_code,Taxi,-34.021253,18.61284
WESTGATE MALL(MITCHELLS PLAIN),Taxi_code,Taxi,-34.021253,18.61284
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
BEACON VALLEY(CALYPSO SQUARE),Taxi_code,Taxi,0,0
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
CROSS ROADS,Taxi_code,Taxi,0,0
RUSTHOF,Taxi_code,Taxi,-34.131279,18.847639
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
CAPE TOWN STATION DECK,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN STATION DECK,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN(CALYPSO SQUARE),Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
MASIPHUMELELE,Taxi_code,Taxi,-34.021253,18.61284
VANDER STEL STATION,Taxi_code,Taxi,0,0
STRAND NORTH,Taxi_code,Taxi,0,0
KALKFONTEIN,Taxi_code,Taxi,-33.905439,18.630432
EERSTE RIVER,Taxi_code,Taxi,-34.019964,18.756216
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
LOURENSFORD PLAAS,Taxi_code,Taxi,0,0
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SOMERSET WEST(HOTTENTOTS HOSPITAL),Taxi_code,Taxi,0,0
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
FIRGROVE (R102),Taxi_code,Taxi,-33.937756,18.470134
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SOMERSET WEST (SUID STREET WESTRIDGE),Taxi_code,Taxi,0,0
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
STRAND (AE &CI),Taxi_code,Taxi,7.617053,99.030727
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
RUSTHOF (STRAND),Taxi_code,Taxi,-34.12896,18.848812
SCOTTSDENE,Taxi_code,Taxi,-33.836008,18.675937
SCOTTSVILLE,Taxi_code,Taxi,-33.876143,18.575669
BRACKENFELL,Taxi_code,Taxi,-33.836008,18.675937
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
YSTERPLAAT,Taxi_code,Taxi,-33.937756,18.470134
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
EDGEMEAD,Taxi_code,Taxi,-33.876143,18.575669
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
BISHOP LAVIS,Taxi_code,Taxi,-33.905439,18.630432
HYPERAMA PAROW,Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
BISHOP LAVIS,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
MUTUAL STATION,Taxi_code,Taxi,-33.937756,18.470134
KRAMAT WAY,Taxi_code,Taxi,0,0
STEYNRUST RD,Taxi_code,Taxi,0,0
LOURENSFORD,Taxi_code,Taxi,-34.065174,18.897667
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
WINERY RD,Taxi_code,Taxi,-34.053563,18.792483
AE & CI STRAND,Taxi_code,Taxi,24.000249,53.999483
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SAREPTA,Taxi_code,Taxi,-33.905439,18.630432
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
GRASSY APRK,Taxi_code,Taxi,0,0
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
NOORDHOEK,Taxi_code,Taxi,-34.132976,18.379456
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
KOMMETJIE,Taxi_code,Taxi,-34.132976,18.379456
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
OCEAN VIEW,Taxi_code,Taxi,-33.916166,18.389287
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
SUN VALLEY,Taxi_code,Taxi,-34.024529,18.362226
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
SEA FORTH,Taxi_code,Taxi,0,0
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
OCEAN VIEW,Taxi_code,Taxi,-33.916166,18.389287
SUN VALLEY,Taxi_code,Taxi,-34.024529,18.362226
OCEAN VIEW,Taxi_code,Taxi,-33.916166,18.389287
SIMONS TOWN,Taxi_code,Taxi,-34.132976,18.379456
BRACKENFELL STATION,Taxi_code,Taxi,-33.836008,18.675937
BRACKENFELL STATION,Taxi_code,Taxi,-33.836008,18.675937
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
BLUE DOWNS,Taxi_code,Taxi,-34.021253,18.61284
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
TUSCANY GLEN,Taxi_code,Taxi,-34.021253,18.61284
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
TUSCANY GLEN,Taxi_code,Taxi,-34.021253,18.61284
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
KLEINVLEI,Taxi_code,Taxi,-33.985833,18.714444
DENNEGEUR,Taxi_code,Taxi,-34.095381,18.87051
MUTUAL,Taxi_code,Taxi,-33.937756,18.470134
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
BRENTWOOD PARK,Taxi_code,Taxi,-34.021253,18.61284
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG,Taxi_code,Taxi,-33.937756,18.470134
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
YSTERPLAAT STATION,Taxi_code,Taxi,-33.937756,18.470134
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
INDUSTRIAL AREA,Taxi_code,Taxi,-34.021253,18.61284
BOTTELARY RD,Taxi_code,Taxi,-33.905439,18.630432
KUILSRIVER STATION,Taxi_code,Taxi,0,0
KUILSRIVER STATION,Taxi_code,Taxi,0,0
INDUSTRIAL AREA,Taxi_code,Taxi,-34.021253,18.61284
KUILSRIVER STATION,Taxi_code,Taxi,0,0
BLACKHEATH RAILWAY STATION,Taxi_code,Taxi,-33.905439,18.630432
HAPPY VALLEY,Taxi_code,Taxi,-34.021253,18.61284
BLACKHEATH RAILWAY STATION,Taxi_code,Taxi,-33.905439,18.630432
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
PINEPLACE,Taxi_code,Taxi,0,0
MELTON ROSE,Taxi_code,Taxi,-33.989556,18.720553
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
MATROOSFONTEIN,Taxi_code,Taxi,-33.905439,18.630432
THE HAGUE,Taxi_code,Taxi,-33.905439,18.630432
MALIBU VILLAGE,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
NETREG STATION,Taxi_code,Taxi,-33.905439,18.630432
SANLAM CENTRE,Taxi_code,Taxi,0,0
MONTANA,Taxi_code,Taxi,-33.947463,18.402054
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
THE HAGUE,Taxi_code,Taxi,-33.905439,18.630432
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
WELGEMOED,Taxi_code,Taxi,-33.905439,18.630432
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
KUILSRIVER STATION,Taxi_code,Taxi,0,0
KUILSRIVER STATION,Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
LENTEGEUR STATION,Taxi_code,Taxi,-34.021253,18.61284
WESTGATE MALL,Taxi_code,Taxi,-34.021253,18.61284
GATESVILLE,Taxi_code,Taxi,-33.937756,18.470134
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
GREEN POINT,Taxi_code,Taxi,-33.916166,18.389287
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
DOCK RD,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
GREEN POINT,Taxi_code,Taxi,-33.916166,18.389287
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
GOODWOOD,Taxi_code,Taxi,-33.876143,18.575669
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAMPS BAY,Taxi_code,Taxi,-33.947463,18.402054
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
CASSABLANCA,Taxi_code,Taxi,0,0
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
GORDONS BAY,Taxi_code,Taxi,-34.158505,18.876829
SIR LOWRYS PASS TOWN,Taxi_code,Taxi,0,0
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
TABLE VIEW,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
CRAMMIX RD,Taxi_code,Taxi,-33.836008,18.675937
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
BISHOP LAVIS,Taxi_code,Taxi,-33.905439,18.630432
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
MORNINGSTAR,Taxi_code,Taxi,-33.72215,18.514087
DOLPHIN BEACH,Taxi_code,Taxi,-33.829803,18.481552
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
GORDONS BAY,Taxi_code,Taxi,-34.158505,18.876829
GORDONS BAY,Taxi_code,Taxi,-34.158505,18.876829
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
GORDONS BAY,Taxi_code,Taxi,-34.158505,18.876829
SOMERSET MALL,Taxi_code,Taxi,-34.08042,18.822387
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET WEST,Taxi_code,Taxi,-34.08222,18.848934
SOMERSET MALL,Taxi_code,Taxi,-34.08042,18.822387
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
TYGERVALLEY SHOPPING CENTRE,Taxi_code,Taxi,0,0
TYGERVALLEY SHOPPING CENTRE,Taxi_code,Taxi,0,0
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
TYGERBERG HOSPITAL,Taxi_code,Taxi,-33.905439,18.630432
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
DELFT SOUTH,Taxi_code,Taxi,-34.021253,18.61284
MUTUAL STATION,Taxi_code,Taxi,-33.937756,18.470134
DELFT SOUTH,Taxi_code,Taxi,-34.021253,18.61284
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
PHILIPPI,Taxi_code,Taxi,-34.021253,18.61284
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
GRASSY PARK,Taxi_code,Taxi,-34.045129,18.503253
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
LAVENDER HILL,Taxi_code,Taxi,-34.073611,18.483333
REATREAT,Taxi_code,Taxi,0,0
POLLSMOOR,Taxi_code,Taxi,-34.024529,18.362226
FISH HOEK,Taxi_code,Taxi,-34.132976,18.379456
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
SUMMERGREENS,Taxi_code,Taxi,0,0
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
PAARDEN EILAND,Taxi_code,Taxi,-33.937756,18.470134
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
YSTERPLAAT RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
MONTAGUE GARDENS,Taxi_code,Taxi,-33.876143,18.575669
WOODSTOCK,Taxi_code,Taxi,-33.937756,18.470134
CAPE TOWN(STATION DECK),Taxi_code,Taxi,-33.934091,18.417883
GORDONS BAY,Taxi_code,Taxi,-34.158505,18.876829
TEMPERANCE TOWN,Taxi_code,Taxi,-34.153049,18.88305
RATANGA JUNCTION CENTURY CITY,Taxi_code,Taxi,0,0
KOEBERG RAILWAY STATION,Taxi_code,Taxi,-33.937756,18.470134
RATANGA JUNCTION CENTURY CITY,Taxi_code,Taxi,0,0
KENILWORTH CENTRE,Taxi_code,Taxi,-33.937756,18.470134
DELFT SOUTH,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
HANOVER PARK,Taxi_code,Taxi,-34.021253,18.61284
N1 CITY,Taxi_code,Taxi,-33.876143,18.575669
WESBANK,Taxi_code,Taxi,-33.934091,18.417883
PENTECH RAILWAY STATION,Taxi_code,Taxi,-33.905439,18.630432
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
MONTAGUE GARDENS,Taxi_code,Taxi,-33.876143,18.575669
KOEBERG RAILWAY STATIONS,Taxi_code,Taxi,-33.937756,18.470134
TYGERVALLEY CENTRE,Taxi_code,Taxi,0,0
KLIPHEUWEL RD,Taxi_code,Taxi,-33.736481,18.701064
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
HAPPY VALLEY,Taxi_code,Taxi,-34.021253,18.61284
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
SEA POINT,Taxi_code,Taxi,-33.916166,18.389287
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
CAPE TOWN,Taxi_code,Taxi,-33.934091,18.417883
BLUE DOWNS,Taxi_code,Taxi,-34.021253,18.61284
MITCHELLS PLAIN,Taxi_code,Taxi,-34.021253,18.61284
ELSIES RIVER,Taxi_code,Taxi,-33.876143,18.575669
EPPING 2,Taxi_code,Taxi,-33.876143,18.575669
